Analytical,RK2,LeapFrog
-2.40865e-22,2.56138e-20,3.68342e-22
-2.0572e-22,8.91069e-20,3.66015e-22
-5.05161e-23,9.5435e-20,1.38806e-22
1.34169e-22,3.4718e-20,-1.73686e-22
2.40553e-22,-5.63365e-20,-3.79464e-22
2.06548e-22,-1.16054e-19,-3.52098e-22
5.20015e-23,-9.91506e-20,-1.08401e-22
-1.32894e-22,-1.03762e-20,2.01898e-22
-2.40232e-22,9.41307e-20,3.8815e-22
-2.07369e-22,1.41782e-19,3.3592e-22
-5.34849e-23,9.34388e-20,7.72993e-23
1.31613e-22,-2.56946e-20,-2.28815e-22
2.39901e-22,-1.37859e-19,-3.94344e-22
2.08182e-22,-1.62897e-19,-3.17586e-22
5.49663e-23,-7.48404e-20,-4.57015e-23
-1.30328e-22,7.45722e-20,2.54262e-22
-2.39562e-22,1.8523e-19,3.98006e-22
-2.08986e-22,1.75044e-19,2.97213e-22
-5.64456e-23,3.98292e-20,1.38103e-23
1.29037e-22,-1.36377e-19,-2.78077e-22
2.39213e-22,-2.32551e-19,-3.99113e-22
2.09783e-22,-1.72974e-19,-2.74931e-22
5.79227e-23,1.48253e-20,1.81696e-23
-1.27742e-22,2.0984e-19,3.00107e-22
-2.38856e-22,2.74529e-19,3.97657e-22
-2.10572e-22,1.50742e-19,2.50884e-22
-5.93976e-23,-9.15694e-20,-5.00328e-23
1.26442e-22,-2.91846e-19,-3.20209e-22
2.38489e-22,-3.0417e-19,-3.93648e-22
2.11353e-22,-1.02067e-19,-2.25227e-22
6.08703e-23,1.91452e-19,8.15748e-23
-1.25136e-22,3.76974e-19,3.38256e-22
-2.38113e-22,3.12813e-19,3.87111e-22
-2.12126e-22,2.08822e-20,1.98123e-22
-6.23406e-23,-3.134e-19,-1.12593e-22
1.23827e-22,-4.57099e-19,-3.54131e-22
2.37728e-22,-2.90377e-19,-3.78089e-22
2.1289e-22,9.78926e-20,-1.69747e-22
6.38086e-23,4.5342e-19,1.42888e-22
-1.22512e-22,5.21125e-19,3.67733e-22
-2.37334e-22,2.25858e-19,3.6664e-22
-2.13647e-22,-2.57359e-19,1.40282e-22
-6.52741e-23,-6.03767e-19,-1.72266e-22
1.21193e-22,-5.5493e-19,-3.78973e-22
2.36931e-22,-1.08162e-19,-3.52837e-22
2.14395e-22,4.57433e-19,-1.09916e-22
6.67371e-23,7.52186e-19,2.00538e-22
-1.19869e-22,5.41622e-19,3.8778e-22
-2.36519e-22,-7.27035e-20,3.36768e-22
-2.15135e-22,-6.93474e-19,7.88439e-23
-6.81976e-23,-8.8131e-19,-2.27523e-22
1.1854e-22,-4.62218e-19,-3.94098e-22
2.36098e-22,3.24035e-19,-3.18538e-22
2.15867e-22,9.5482e-19,-4.72659e-23
6.96555e-23,9.68379e-19,2.53046e-22
-1.17207e-22,2.9685e-19,3.97885e-22
-2.35668e-22,-6.48454e-19,2.98262e-22
-2.16591e-22,-1.22336e-18,1.53843e-23
-7.11107e-23,-9.85429e-19,-2.76945e-22
1.1587e-22,-2.65934e-20,-3.99118e-22
2.35229e-22,1.04158e-18,-2.76071e-22
2.17306e-22,1.47231e-18,1.6596e-23
7.25633e-23,9.00148e-19,2.99066e-22
-1.14528e-22,-3.64017e-19,3.97788e-22
-2.3478e-22,-1.48948e-18,2.52107e-22
-2.18014e-22,-1.66544e-18,-4.84698e-23
-7.4013e-23,-6.77583e-19,-3.19267e-22
1.13182e-22,8.83761e-19,-3.93904e-22
2.34323e-22,1.96606e-18,-2.26525e-22
2.18713e-22,1.757e-18,8.00323e-23
7.54599e-23,2.82885e-19,3.37418e-22
-1.11831e-22,-1.53085e-18,3.87492e-22
-2.33857e-22,-2.43072e-18,1.99489e-22
-2.19403e-22,-1.69267e-18,-1.11081e-22
-7.6904e-23,3.14761e-19,-3.53402e-22
1.10477e-22,2.28855e-18,-3.78591e-22
2.33383e-22,2.82653e-18,-1.71172e-22
2.20085e-22,1.4119e-18,1.41417e-22
7.83451e-23,-1.13696e-18,3.67118e-22
-1.09118e-22,-3.12051e-18,3.6726e-22
-2.32899e-22,-3.07951e-18,1.41755e-22
-2.20759e-22,-8.51945e-19,-1.70844e-22
-7.97833e-23,2.18968e-18,-3.78476e-22
1.07754e-22,3.96636e-18,-3.5357e-22
2.32406e-22,3.09943e-18,-1.11429e-22
2.21424e-22,-4.61167e-20,1.99175e-22
8.12184e-23,-3.45584e-18,3.87405e-22
-1.06387e-22,-4.73792e-18,3.37611e-22
-2.31905e-22,-2.78286e-18,8.03873e-23
-2.22081e-22,1.32914e-18,-2.26227e-22
-8.26504e-23,4.88713e-18,-3.93846e-22
1.05016e-22,5.31701e-18,-3.19484e-22
2.31394e-22,2.01888e-18,-4.88294e-23
2.2273e-22,-3.02145e-18,2.51826e-22
8.40792e-23,-6.39592e-18,3.97759e-22
-1.0364e-22,-5.55555e-18,2.99306e-22
-2.30875e-22,-6.98216e-19,1.69581e-23
-2.2337e-22,5.1124e-18,-2.75809e-22
-8.55048e-23,7.84782e-18,-3.99117e-22
1.02261e-22,5.27903e-18,-2.77206e-22
2.30347e-22,-1.27386e-18,1.50222e-23
2.24001e-22,-7.54228e-18,2.98021e-22
8.69272e-23,-9.05646e-18,3.97914e-22
-1.00878e-22,-4.29452e-18,2.53326e-22
-2.2981e-22,3.96069e-18,-4.6906e-23
-2.24624e-22,1.01877e-17,-3.18319e-22
-8.83463e-23,9.78158e-18,-3.94155e-22
9.94909e-23,2.40413e-18,-2.2782e-22
2.29265e-22,-7.37355e-18,7.84887e-23
2.25239e-22,-1.28478e-17,3.36574e-22
8.9762e-23,-9.73238e-18,3.87866e-22
-9.81001e-23,5.75126e-19,2.00851e-22
-2.28711e-22,1.14477e-17,-1.09567e-22
-2.25844e-22,1.52325e-17,-3.52667e-22
-9.11743e-23,8.57801e-18,-3.79087e-22
9.67055e-23,-4.78444e-18,-1.72593e-22
2.28148e-22,-1.60168e-17,1.39943e-22
2.26441e-22,-1.69569e-17,3.66497e-22
9.25831e-23,-5.96696e-18,3.67873e-22
-9.53073e-23,1.02894e-17,1.43227e-22
-2.27576e-22,2.0787e-17,-1.69419e-22
-2.2703e-22,1.75419e-17,-3.77973e-22
-9.39883e-23,1.55726e-18,-3.54298e-22
9.39054e-23,-1.70397e-17,-1.12941e-22
2.26995e-22,-2.53143e-17,1.97808e-22
2.2761e-22,-1.64276e-17,3.87023e-22
9.539e-23,4.94131e-18,3.38448e-22
-9.24999e-23,2.48246e-17,8.19295e-23
-2.26406e-22,2.89892e-17,-2.24927e-22
-2.28181e-22,1.29999e-17,-3.93588e-22
-9.67881e-23,-1.37124e-17,-3.20426e-22
9.10909e-23,-3.32266e-17,-5.03923e-23
2.25809e-22,-3.10321e-17,2.50602e-22
2.28744e-22,-6.63557e-18,3.97626e-22
9.81824e-23,2.47665e-17,3.00345e-22
-8.96784e-23,4.15781e-17,1.85315e-23
-2.25202e-22,3.05066e-17,-2.74668e-22
-2.29297e-22,-3.23217e-18,-3.9911e-22
-9.9573e-23,-3.78641e-17,-2.78337e-22
8.82625e-23,-4.8927e-17,1.34482e-23
2.24588e-22,-2.63556e-17,2.96971e-22
2.29842e-22,1.70262e-17,3.98033e-22
1.0096e-22,5.24344e-17,2.54541e-22
-8.68432e-23,5.40197e-17,-4.53415e-23
-2.23964e-22,1.74666e-17,-3.17366e-22
-2.30379e-22,-3.49161e-17,-3.944e-22
-1.02343e-22,-6.74945e-17,-2.29112e-22
8.54207e-23,-5.53089e-17,7.69438e-23
2.23332e-22,-2.77143e-18,3.35725e-22
2.30906e-22,5.66885e-17,3.88234e-22
1.03722e-22,8.15802e-17,2.02211e-22
-8.39948e-23,5.09988e-17,-1.08052e-22
-2.22692e-22,-1.86156e-17,-3.51927e-22
-2.31425e-22,-8.16054e-17,-3.79576e-22
-1.05097e-22,-9.26996e-17,-1.74012e-22
8.25658e-23,-3.91372e-17,1.38466e-22
2.22043e-22,4.72196e-17,3.6587e-22
2.31935e-22,1.08258e-16,3.68482e-22
1.06468e-22,9.83258e-17,1.44696e-22
-8.11336e-23,1.7765e-17,-1.67992e-22
-2.21385e-22,-8.299e-17,-3.77464e-22
-2.32435e-22,-1.34432e-16,-3.55021e-22
-1.07835e-22,-9.54463e-17,-1.1445e-22
7.96983e-23,1.4869e-17,1.96439e-22
2.20719e-22,1.25056e-16,3.86635e-22
2.32928e-22,1.57005e-16,3.39281e-22
1.09198e-22,8.06872e-17,8.34703e-23
-7.826e-23,-6.00226e-17,-2.23625e-22
-2.20045e-22,-1.71469e-16,-3.93323e-22
-2.33411e-22,-1.71899e-16,-3.21362e-22
-1.10557e-22,-5.05317e-17,-5.19543e-23
7.68187e-23,1.18106e-16,2.49375e-22
2.19363e-22,2.18947e-16,3.97486e-22
2.33885e-22,1.7412e-16,3.0138e-22
1.11911e-22,1.65018e-18,2.01047e-23
-7.53745e-23,-1.88266e-16,-2.73523e-22
-2.18671e-22,-2.62666e-16,-3.99097e-22
-2.34351e-22,-1.57916e-16,-2.79464e-22
-1.13262e-22,6.86479e-17,1.18739e-23
7.39274e-23,2.67937e-16,2.95916e-22
2.17972e-22,2.96125e-16,3.98146e-22
2.34807e-22,1.17087e-16,2.55753e-22
1.14608e-22,-1.61837e-16,-4.37763e-23
-7.24775e-23,-3.52377e-16,-3.16409e-22
-2.17264e-22,-3.11142e-16,-3.94638e-22
-2.35255e-22,-4.54842e-17,-2.304e-22
-1.15949e-22,2.77483e-16,7.53977e-23
7.10248e-23,4.34255e-16,3.3487e-22
2.16548e-22,2.98032e-16,3.88597e-22
2.35693e-22,-6.22857e-17,2.03567e-22
1.17286e-22,-4.12461e-16,-1.06535e-22
-6.95694e-23,-5.0334e-16,-3.51182e-22
-2.15824e-22,-2.46039e-16,-3.8006e-22
-2.36123e-22,2.09932e-16,-1.75428e-22
-1.18619e-22,5.60139e-16,1.36988e-22
6.81114e-23,5.46381e-16,3.65238e-22
2.15092e-22,1.44062e-16,3.69084e-22
2.36543e-22,-3.98334e-16,1.46162e-22
1.19947e-22,-7.09587e-16,-1.66562e-22
-6.66507e-23,-5.47274e-16,-3.7695e-22
-2.14351e-22,1.82533e-17,-3.55738e-22
-2.36955e-22,6.24214e-16,-1.15958e-22
-1.21271e-22,8.44931e-16,1.95066e-22
6.51875e-23,4.87609e-16,3.86241e-22
2.13602e-22,-2.49041e-16,3.40107e-22
2.37358e-22,-8.78697e-16,8.50099e-23
1.2259e-22,-9.44974e-16,-2.22318e-22
-6.37219e-23,-3.47728e-16,-3.93053e-22
-2.12845e-22,5.52345e-16,-3.22294e-22
-2.37751e-22,1.14587e-15,-5.35155e-23
-1.23904e-22,9.8324e-16,2.48143e-22
6.22538e-23,1.08362e-16,3.97341e-22
2.1208e-22,-9.25885e-16,3.02411e-22
2.38135e-22,-1.40149e-15,2.16776e-23
1.25214e-22,-9.28633e-16,-2.72374e-22
-6.07833e-23,2.47045e-16,-3.99078e-22
-2.11307e-22,1.35858e-15,-2.80586e-22
-2.38511e-22,1.61208e-15,1.02995e-23
-1.26519e-22,7.46894e-16,2.94857e-22
5.93105e-23,-7.2932e-16,3.98253e-22
2.10526e-22,-1.82792e-15,2.5696e-22
2.38877e-22,-1.73461e-15,-4.22104e-23
1.27819e-22,-4.03039e-16,-3.15446e-22
-5.78354e-23,1.33987e-15,-3.9487e-22
-2.09736e-22,2.29758e-15,-2.31684e-22
-2.39234e-22,1.71721e-15,7.38504e-23
-1.29114e-22,-1.35061e-16,3.34011e-22
5.63582e-23,-2.06641e-15,3.88953e-22
2.08939e-22,-2.7154e-15,2.04921e-22
2.39582e-22,-1.50102e-15,-1.05016e-22
1.30404e-22,8.91857e-16,-3.5043e-22
-5.48788e-23,2.87842e-15,-3.80538e-22
-2.08134e-22,3.01231e-15,-1.76841e-22
-2.39921e-22,1.02376e-15,1.35508e-22
-1.31689e-22,-1.87807e-15,3.646e-22
5.33973e-23,-3.72262e-15,3.6968e-22
2.07321e-22,-3.10273e-15,1.47627e-22
2.40251e-22,-2.25196e-16,-1.65129e-22
1.32969e-22,3.08352e-15,-3.76429e-22
-5.19137e-23,4.51896e-15,-3.56449e-22
-2.065e-22,2.88692e-15,-1.17465e-22
-2.40571e-22,-9.45325e-16,1.93691e-22
-1.34244e-22,-4.46921e-15,3.85841e-22
5.04282e-23,-5.15797e-15,3.40929e-22
2.05671e-22,-2.25587e-15,8.65481e-23
2.40883e-22,2.51902e-15,-2.21008e-22
1.35514e-22,5.95911e-15,-3.92776e-22
-4.89408e-23,5.50016e-15,-3.2322e-22
-2.04834e-22,1.0995e-15,-5.50759e-23
-2.41185e-22,-4.49576e-15,2.46907e-22
-1.36779e-22,-7.43257e-15,3.97189e-22
4.74515e-23,-5.37849e-15,3.03436e-22
2.03989e-22,6.81604e-16,2.32502e-23
2.41478e-22,6.8305e-15,-2.71221e-22
1.38039e-22,8.71838e-15,-3.99052e-22
-4.59604e-23,4.60502e-15,-2.81704e-22
-2.03137e-22,-3.16047e-15,8.72487e-24
-2.41762e-22,-9.41874e-15,2.93793e-22
-1.39293e-22,-9.59182e-15,3.98353e-22
4.44675e-23,-2.98275e-15,2.58163e-22
2.02277e-22,6.36415e-15,-4.06439e-23
2.42036e-22,1.20824e-14,-3.14479e-22
1.40542e-22,9.77652e-15,-3.95097e-22
-4.29729e-23,3.23664e-16,-2.32965e-22
-2.01409e-22,-1.02507e-14,7.2302e-23
-2.42302e-22,-1.45575e-14,3.33146e-22
-1.41786e-22,-8.95273e-15,3.89303e-22
4.14767e-23,3.52651e-15,2.0627e-22
2.00533e-22,1.46839e-14,-1.03496e-22
2.42558e-22,1.64867e-14,-3.49674e-22
1.43024e-22,6.77413e-15,-3.8101e-22
-3.9979e-23,-8.65638e-15,-1.78252e-22
-1.9965e-22,-1.94077e-14,1.34025e-22
-2.42805e-22,-1.74178e-14,3.63957e-22
-1.44257e-22,-2.89484e-15,3.70271e-22
3.84797e-23,1.50506e-14,1.49089e-22
1.98759e-22,2.4022e-14,-1.63694e-22
2.43042e-22,1.68138e-14,-3.75903e-22
1.45484e-22,-2.99189e-15,-3.57155e-22
-3.69789e-23,-2.25462e-14,-1.18969e-22
-1.97861e-22,-2.79656e-14,1.92312e-22
-2.43271e-22,-1.40751e-14,3.85435e-22
-1.46706e-22,1.11025e-14,3.41745e-22
3.54767e-23,3.07869e-14,8.8085e-23
1.96955e-22,3.05079e-14,-2.19695e-22
2.4349e-22,8.57923e-15,-3.92494e-22
1.47922e-22,-2.14997e-14,-3.24142e-22
-3.39732e-23,-3.91788e-14,-5.66355e-23
-1.96042e-22,-3.07572e-14,2.45668e-22
-2.43699e-22,2.59232e-16,3.97032e-22
-1.49133e-22,3.4019e-14,3.04457e-22
3.24683e-23,4.68529e-14,2.48224e-23
1.95121e-22,2.76896e-14,-2.70063e-22
2.439e-22,-1.2908e-14,-3.99021e-22
1.50338e-22,-4.8188e-14,-2.82817e-22
-3.09623e-23,-5.26429e-14,7.15014e-24
-1.94193e-22,-2.0206e-14,2.92725e-22
-2.44091e-22,2.96136e-14,3.98448e-22
-1.51537e-22,6.31454e-14,2.59362e-22
2.9455e-23,5.50856e-14,-3.90767e-23
1.93257e-22,7.22159e-15,-3.13507e-22
2.44273e-22,-5.0278e-14,-3.95316e-22
1.5273e-22,-7.7568e-14,-2.34242e-22
-2.79466e-23,-5.24549e-14,7.07524e-23
-1.92314e-22,1.22071e-14,3.32276e-22
-2.44446e-22,7.43194e-14,3.89647e-22
-1.53918e-22,8.96174e-14,2.07617e-22
2.64372e-23,4.28403e-14,-1.01974e-22
1.91363e-22,-3.87157e-14,-3.48912e-22
2.44609e-22,-1.00528e-13,-3.81476e-22
1.55099e-22,-9.69209e-14,-1.7966e-22
-2.49268e-23,-2.42785e-14,1.32541e-22
-1.90406e-22,7.24275e-14,3.63307e-22
-2.44763e-22,1.26925e-13,3.70856e-22
-1.56275e-22,9.66038e-14,1.50549e-22
2.34154e-23,-5.04965e-15,-1.62256e-22
1.89441e-22,-1.12717e-13,-3.75371e-22
2.44907e-22,-1.50654e-13,-3.57855e-22
1.57445e-22,-8.5391e-14,-1.20471e-22
-2.19031e-23,4.65548e-14,1.9093e-22
-1.88468e-22,1.57956e-13,3.85024e-22
-2.45043e-22,1.67914e-13,3.42556e-22
-1.58609e-22,5.97986e-14,8.96205e-23
2.03899e-23,-1.00904e-13,-2.18379e-22
1.87489e-22,-2.05255e-13,-3.92205e-22
2.45169e-22,-1.73973e-13,-3.25058e-22
1.59766e-22,-1.64302e-14,-5.81942e-23
-1.8876e-23,1.67625e-13,2.44425e-22
-1.86502e-22,2.50242e-13,3.96868e-22
-2.45285e-22,1.63289e-13,3.05473e-22
-1.60918e-22,-4.76058e-14,2.63942e-23
1.73614e-23,-2.44661e-13,-2.68901e-22
1.85509e-22,-2.86903e-13,-3.98983e-22
2.45392e-22,-1.2978e-13,-2.83927e-22
1.62064e-22,1.34156e-13,5.57529e-24
-1.58461e-23,3.27914e-13,2.91652e-22
-1.84508e-22,3.07539e-13,3.98536e-22
-2.4549e-22,6.72639e-14,2.60557e-22
-1.63203e-22,-2.43362e-13,-3.7509e-23
1.43302e-23,-4.10813e-13,-3.1253e-22
1.835e-22,-3.02891e-13,-3.9553e-22
2.45579e-22,2.98982e-14,-2.35515e-22
1.64336e-22,3.72903e-13,6.92018e-23
-1.28138e-23,4.83972e-13,3.31401e-22
-1.82485e-22,2.62494e-13,3.89985e-22
-2.45658e-22,-1.65935e-13,2.08961e-22
-1.65463e-22,-5.17186e-13,-1.0045e-22
1.12969e-23,-5.35015e-13,-3.48144e-22
1.81464e-22,-1.75319e-13,-3.81936e-22
2.45727e-22,3.42585e-13,-1.81065e-22
1.66583e-22,6.66549e-13,1.31054e-22
-9.77953e-24,5.4865e-13,3.62653e-22
-1.80435e-22,3.07538e-14,3.71435e-22
-2.45788e-22,-5.57816e-13,1.52006e-22
-1.67698e-22,-8.06563e-13,-1.60816e-22
8.26181e-24,-5.0711e-13,-3.74832e-22
1.794e-22,1.80032e-13,-3.5855e-22
2.45839e-22,8.04419e-13,-1.21972e-22
1.68805e-22,9.17577e-13,1.89546e-22
-6.74376e-24,3.91055e-13,3.84606e-22
-1.78357e-22,-4.62329e-13,3.43362e-22
-2.45881e-22,-1.06856e-12,9.11546e-23
-1.69907e-22,-9.74631e-13,-2.17058e-22
5.22546e-24,-1.8104e-13,-3.9191e-22
1.77308e-22,8.15763e-13,-3.2597e-22
2.45913e-22,1.32844e-12,-5.97519e-23
1.71002e-22,9.47932e-13,2.43178e-22
-3.70697e-24,-1.40361e-13,3.96697e-22
-1.76252e-22,-1.23188e-12,3.06484e-22
-2.45936e-22,-1.55327e-12,2.79655e-23
-1.7209e-22,-8.04074e-13,-2.67735e-22
2.18833e-24,5.85739e-13,-3.98938e-22
1.75189e-22,1.69155e-12,-2.85031e-22
2.45949e-22,1.70279e-12,4.00036e-24
1.73172e-22,5.08186e-13,2.90574e-22
-6.69604e-25,-1.15935e-12,3.98618e-22
-1.7412e-22,-2.16253e-12,2.61748e-22
-2.45953e-22,-1.72763e-12,-3.59406e-23
-1.74247e-22,-2.71807e-14,-3.11547e-22
-8.49145e-25,1.85302e-12,-3.95738e-22
1.73044e-22,2.59727e-12,-2.36785e-22
2.45948e-22,1.57088e-12,6.76501e-23
1.75315e-22,-6.65788e-13,3.3052e-22
2.36786e-24,-2.64164e-12,3.90317e-22
-1.71962e-22,-2.93162e-12,2.10301e-22
-2.45933e-22,-1.1711e-12,-9.89252e-23
-1.76377e-22,1.58562e-12,-3.47371e-22
-3.88649e-24,3.47865e-12,-3.82391e-22
1.70873e-22,3.08473e-12,-1.82467e-22
2.45909e-22,4.67251e-13,1.29565e-22
1.77432e-22,-2.72843e-12,3.61992e-22
5.40496e-24,-4.29184e-12,3.72009e-22
-1.69777e-22,-2.96084e-12,1.53462e-22
-2.45876e-22,5.94363e-13,-1.59373e-22
-1.78481e-22,4.06381e-12,-3.74288e-22
-6.92324e-24,4.98033e-12,-3.59239e-22
1.68675e-22,2.4534e-12,-1.23471e-22
2.45833e-22,-2.05092e-12,1.88158e-22
1.79522e-22,-5.52669e-12,3.84182e-22
8.44124e-24,-5.41327e-12,3.44162e-22
-1.67566e-22,-1.45234e-12,9.26873e-23
-2.45781e-22,3.91179e-12,-2.15735e-22
-1.80557e-22,7.00955e-12,-3.91609e-22
-9.95893e-24,5.43144e-12,-3.26876e-22
1.66451e-22,-1.4529e-13,-6.13087e-23
2.4572e-22,-6.14534e-12,2.41927e-22
1.81585e-22,-8.35595e-12,3.96521e-22
1.14762e-23,-4.85266e-12,3.07491e-22
-1.6533e-22,2.42071e-12,2.95365e-23
-2.45649e-22,8.66474e-12,-2.66565e-22
-1.82606e-22,9.35666e-12,-3.98888e-22
-1.29931e-23,3.48208e-12,-2.86132e-22
1.64202e-22,-5.41494e-12,2.42537e-24
2.45569e-22,-1.13136e-11,2.89492e-22
1.8362e-22,-9.7501e-12,3.98694e-22
1.45095e-23,-1.12838e-12,2.62935e-22
