Analytical,RK2,LeapFrog,Boost-RKF,BOOST-Dopri5
1.70294e-22,1.70315e-22,1.70302e-22,-1.85156e-22,0
1.70961e-22,1.70983e-22,1.70969e-22,-1.7191e-22,0
1.71627e-22,1.71648e-22,1.71635e-22,-1.57609e-22,0
1.7229e-22,1.72311e-22,1.72298e-22,-1.4234e-22,0
1.7295e-22,1.72971e-22,1.72958e-22,-1.26197e-22,0
1.73608e-22,1.73629e-22,1.73616e-22,-1.09278e-22,0
1.74264e-22,1.74285e-22,1.74272e-22,-9.16892e-23,0
1.74917e-22,1.74938e-22,1.74925e-22,-7.35369e-23,0
1.75568e-22,1.75588e-22,1.75576e-22,-5.4933e-23,0
1.76216e-22,1.76236e-22,1.76224e-22,-3.59917e-23,0
1.76861e-22,1.76882e-22,1.76869e-22,-1.68295e-23,0
1.77504e-22,1.77525e-22,1.77512e-22,2.43613e-24,0
1.78145e-22,1.78165e-22,1.78153e-22,2.16868e-23,0
1.78783e-22,1.78803e-22,1.78791e-22,4.08043e-23,0
1.79418e-22,1.79439e-22,1.79426e-22,5.96712e-23,0
1.80051e-22,1.80072e-22,1.80059e-22,7.81716e-23,0
1.80682e-22,1.80702e-22,1.8069e-22,9.6192e-23,0
1.8131e-22,1.8133e-22,1.81318e-22,1.13622e-22,0
1.81935e-22,1.81955e-22,1.81943e-22,1.30354e-22,0
1.82558e-22,1.82578e-22,1.82565e-22,1.46285e-22,0
1.83178e-22,1.83198e-22,1.83186e-22,1.61318e-22,0
1.83795e-22,1.83815e-22,1.83803e-22,1.75361e-22,0
1.8441e-22,1.8443e-22,1.84418e-22,1.88327e-22,0
1.85022e-22,1.85042e-22,1.8503e-22,2.00136e-22,0
1.85632e-22,1.85651e-22,1.8564e-22,2.10716e-22,0
1.86239e-22,1.86258e-22,1.86247e-22,2.20002e-22,0
1.86843e-22,1.86862e-22,1.86851e-22,2.27937e-22,0
1.87445e-22,1.87464e-22,1.87453e-22,2.34472e-22,0
1.88044e-22,1.88063e-22,1.88052e-22,2.39568e-22,0
1.8864e-22,1.88659e-22,1.88648e-22,2.43192e-22,0
1.89234e-22,1.89253e-22,1.89241e-22,2.45323e-22,0
1.89825e-22,1.89844e-22,1.89832e-22,2.45948e-22,0
1.90413e-22,1.90432e-22,1.90421e-22,2.45062e-22,0
1.90998e-22,1.91017e-22,1.91006e-22,2.42671e-22,0
1.91581e-22,1.916e-22,1.91589e-22,2.3879e-22,0
1.92161e-22,1.9218e-22,1.92169e-22,2.33442e-22,0
1.92739e-22,1.92757e-22,1.92746e-22,2.26662e-22,0
1.93313e-22,1.93332e-22,1.93321e-22,2.18489e-22,0
1.93885e-22,1.93904e-22,1.93893e-22,2.08974e-22,0
1.94454e-22,1.94473e-22,1.94462e-22,1.98176e-22,0
1.95021e-22,1.95039e-22,1.95028e-22,1.86161e-22,0
1.95584e-22,1.95603e-22,1.95592e-22,1.73003e-22,0
1.96145e-22,1.96163e-22,1.96153e-22,1.58783e-22,0
1.96703e-22,1.96721e-22,1.96711e-22,1.43587e-22,0
1.97259e-22,1.97276e-22,1.97266e-22,1.2751e-22,0
1.97811e-22,1.97829e-22,1.97819e-22,1.1065e-22,0
1.98361e-22,1.98378e-22,1.98368e-22,9.31097e-23,0
1.98907e-22,1.98925e-22,1.98915e-22,7.49982e-23,0
1.99451e-22,1.99469e-22,1.99459e-22,5.6426e-23,0
1.99993e-22,2.0001e-22,2e-22,3.75074e-23,0
2.00531e-22,2.00548e-22,2.00538e-22,1.83584e-23,0
2.01066e-22,2.01084e-22,2.01074e-22,-9.0335e-25,0
2.01599e-22,2.01616e-22,2.01606e-22,-2.01595e-23,0
2.02129e-22,2.02146e-22,2.02136e-22,-3.92919e-23,0
2.02655e-22,2.02672e-22,2.02663e-22,-5.8183e-23,0
2.03179e-22,2.03196e-22,2.03187e-22,-7.67168e-23,0
2.03701e-22,2.03717e-22,2.03708e-22,-9.47795e-23,0
2.04219e-22,2.04235e-22,2.04226e-22,-1.1226e-22,0
2.04734e-22,2.04751e-22,2.04741e-22,-1.29051e-22,0
2.05246e-22,2.05263e-22,2.05254e-22,-1.4505e-22,0
2.05756e-22,2.05772e-22,2.05763e-22,-1.60158e-22,0
2.06262e-22,2.06279e-22,2.0627e-22,-1.74283e-22,0
2.06766e-22,2.06782e-22,2.06773e-22,-1.87337e-22,0
2.07267e-22,2.07283e-22,2.07274e-22,-1.99241e-22,0
2.07764e-22,2.0778e-22,2.07772e-22,-2.09921e-22,0
2.08259e-22,2.08275e-22,2.08266e-22,-2.19312e-22,0
2.08751e-22,2.08767e-22,2.08758e-22,-2.27357e-22,0
2.0924e-22,2.09256e-22,2.09247e-22,-2.34005e-22,0
2.09726e-22,2.09741e-22,2.09733e-22,-2.39216e-22,0
2.10209e-22,2.10224e-22,2.10216e-22,-2.42959e-22,0
2.10688e-22,2.10704e-22,2.10696e-22,-2.45209e-22,0
2.11165e-22,2.11181e-22,2.11173e-22,-2.45953e-22,0
2.11639e-22,2.11655e-22,2.11646e-22,-2.45187e-22,0
2.1211e-22,2.12125e-22,2.12117e-22,-2.42916e-22,0
2.12578e-22,2.12593e-22,2.12585e-22,-2.39153e-22,0
2.13043e-22,2.13058e-22,2.1305e-22,-2.33921e-22,0
2.13505e-22,2.1352e-22,2.13512e-22,-2.27252e-22,0
2.13964e-22,2.13978e-22,2.13971e-22,-2.19188e-22,0
2.14419e-22,2.14434e-22,2.14426e-22,-2.09778e-22,0
2.14872e-22,2.14887e-22,2.14879e-22,-1.9908e-22,0
2.15322e-22,2.15336e-22,2.15329e-22,-1.87159e-22,0
2.15768e-22,2.15783e-22,2.15775e-22,-1.74089e-22,0
2.16212e-22,2.16226e-22,2.16219e-22,-1.5995e-22,0
2.16652e-22,2.16667e-22,2.16659e-22,-1.44829e-22,0
2.1709e-22,2.17104e-22,2.17097e-22,-1.28818e-22,0
2.17524e-22,2.17538e-22,2.17531e-22,-1.12016e-22,0
2.17955e-22,2.17969e-22,2.17962e-22,-9.45267e-23,0
2.18383e-22,2.18397e-22,2.1839e-22,-7.64565e-23,0
2.18808e-22,2.18822e-22,2.18815e-22,-5.79168e-23,0
2.1923e-22,2.19244e-22,2.19237e-22,-3.90215e-23,0
2.19649e-22,2.19662e-22,2.19656e-22,-1.98865e-23,0
2.20065e-22,2.20078e-22,2.20071e-22,-6.29463e-25,0
2.20477e-22,2.2049e-22,2.20484e-22,1.86315e-23,0
2.20887e-22,2.209e-22,2.20893e-22,3.7778e-23,0
2.21293e-22,2.21306e-22,2.213e-22,5.66926e-23,0
2.21696e-22,2.21709e-22,2.21703e-22,7.52589e-23,0
2.22096e-22,2.22109e-22,2.22103e-22,9.33632e-23,0
2.22493e-22,2.22505e-22,2.22499e-22,1.10894e-22,0
2.22886e-22,2.22899e-22,2.22893e-22,1.27744e-22,0
2.23277e-22,2.23289e-22,2.23283e-22,1.43809e-22,0
2.23664e-22,2.23677e-22,2.23671e-22,1.58992e-22,0
2.24048e-22,2.24061e-22,2.24055e-22,1.73198e-22,0
2.24429e-22,2.24441e-22,2.24436e-22,1.8634e-22,0
2.24807e-22,2.24819e-22,2.24813e-22,1.98338e-22,0
2.25181e-22,2.25193e-22,2.25188e-22,2.09118e-22,0
2.25553e-22,2.25565e-22,2.25559e-22,2.18614e-22,0
2.25921e-22,2.25933e-22,2.25927e-22,2.26768e-22,0
2.26286e-22,2.26298e-22,2.26292e-22,2.33529e-22,0
2.26648e-22,2.26659e-22,2.26654e-22,2.38855e-22,0
2.27006e-22,2.27018e-22,2.27013e-22,2.42715e-22,0
2.27361e-22,2.27373e-22,2.27368e-22,2.45085e-22,0
2.27713e-22,2.27725e-22,2.2772e-22,2.45949e-22,0
2.28062e-22,2.28073e-22,2.28069e-22,2.45304e-22,0
2.28408e-22,2.28419e-22,2.28414e-22,2.43151e-22,0
2.2875e-22,2.28761e-22,2.28756e-22,2.39506e-22,0
2.29089e-22,2.291e-22,2.29095e-22,2.3439e-22,0
2.29425e-22,2.29436e-22,2.29431e-22,2.27834e-22,0
2.29757e-22,2.29768e-22,2.29764e-22,2.19879e-22,0
2.30087e-22,2.30097e-22,2.30093e-22,2.10574e-22,0
2.30413e-22,2.30423e-22,2.30419e-22,1.99976e-22,0
2.30735e-22,2.30746e-22,2.30742e-22,1.8815e-22,0
2.31055e-22,2.31065e-22,2.31061e-22,1.75169e-22,0
2.31371e-22,2.31381e-22,2.31377e-22,1.61112e-22,0
2.31684e-22,2.31694e-22,2.3169e-22,1.46065e-22,0
2.31993e-22,2.32004e-22,2.32e-22,1.30121e-22,0
2.323e-22,2.3231e-22,2.32306e-22,1.13379e-22,0
2.32603e-22,2.32613e-22,2.32609e-22,9.59399e-23,0
2.32902e-22,2.32912e-22,2.32909e-22,7.79119e-23,0
2.33199e-22,2.33208e-22,2.33205e-22,5.94054e-23,0
2.33492e-22,2.33501e-22,2.33498e-22,4.05341e-23,0
2.33782e-22,2.33791e-22,2.33788e-22,2.14139e-23,0
2.34068e-22,2.34077e-22,2.34074e-22,2.16225e-24,0
2.34351e-22,2.3436e-22,2.34357e-22,-1.71027e-23,0
2.34631e-22,2.3464e-22,2.34637e-22,-3.62627e-23,0
2.34907e-22,2.34916e-22,2.34913e-22,-5.51999e-23,0
2.3518e-22,2.35189e-22,2.35186e-22,-7.37982e-23,0
2.3545e-22,2.35459e-22,2.35456e-22,-9.19433e-23,0
2.35717e-22,2.35725e-22,2.35722e-22,-1.09524e-22,0
2.3598e-22,2.35988e-22,2.35986e-22,-1.26432e-22,0
2.36239e-22,2.36248e-22,2.36245e-22,-1.42563e-22,0
2.36496e-22,2.36504e-22,2.36501e-22,-1.57819e-22,0
2.36749e-22,2.36757e-22,2.36754e-22,-1.72106e-22,0
2.36998e-22,2.37006e-22,2.37004e-22,-1.85336e-22,0
2.37244e-22,2.37252e-22,2.3725e-22,-1.97428e-22,0
2.37487e-22,2.37495e-22,2.37493e-22,-2.08307e-22,0
2.37727e-22,2.37735e-22,2.37733e-22,-2.17908e-22,0
2.37963e-22,2.37971e-22,2.37969e-22,-2.2617e-22,0
2.38196e-22,2.38203e-22,2.38201e-22,-2.33043e-22,0
2.38425e-22,2.38433e-22,2.38431e-22,-2.38485e-22,0
2.38651e-22,2.38658e-22,2.38657e-22,-2.42463e-22,0
2.38874e-22,2.38881e-22,2.38879e-22,-2.44951e-22,0
2.39093e-22,2.391e-22,2.39098e-22,-2.45936e-22,0
2.39309e-22,2.39316e-22,2.39314e-22,-2.4541e-22,0
2.39521e-22,2.39528e-22,2.39526e-22,-2.43377e-22,0
2.3973e-22,2.39737e-22,2.39735e-22,-2.3985e-22,0
2.39935e-22,2.39942e-22,2.39941e-22,-2.3485e-22,0
2.40138e-22,2.40144e-22,2.40143e-22,-2.28407e-22,0
2.40336e-22,2.40343e-22,2.40342e-22,-2.20562e-22,0
2.40532e-22,2.40538e-22,2.40537e-22,-2.11362e-22,0
2.40724e-22,2.4073e-22,2.40729e-22,-2.00865e-22,0
2.40912e-22,2.40918e-22,2.40917e-22,-1.89134e-22,0
2.41097e-22,2.41103e-22,2.41102e-22,-1.76241e-22,0
2.41279e-22,2.41285e-22,2.41284e-22,-1.62267e-22,0
2.41457e-22,2.41463e-22,2.41462e-22,-1.47295e-22,0
2.41632e-22,2.41637e-22,2.41637e-22,-1.3142e-22,0
2.41803e-22,2.41809e-22,2.41808e-22,-1.14737e-22,0
2.41971e-22,2.41976e-22,2.41976e-22,-9.73494e-23,0
2.42135e-22,2.42141e-22,2.42141e-22,-7.93642e-23,0
2.42296e-22,2.42302e-22,2.42302e-22,-6.08917e-23,0
2.42454e-22,2.42459e-22,2.42459e-22,-4.20452e-23,0
2.42608e-22,2.42613e-22,2.42613e-22,-2.29405e-23,0
2.42759e-22,2.42764e-22,2.42764e-22,-3.69496e-24,0
2.42906e-22,2.42911e-22,2.42911e-22,1.55733e-23,0
2.4305e-22,2.43055e-22,2.43055e-22,3.47459e-23,0
2.4319e-22,2.43195e-22,2.43195e-22,5.37051e-23,0
2.43327e-22,2.43332e-22,2.43332e-22,7.23346e-23,0
2.4346e-22,2.43465e-22,2.43465e-22,9.05198e-23,0
2.4359e-22,2.43595e-22,2.43595e-22,1.08149e-22,0
2.43717e-22,2.43721e-22,2.43722e-22,1.25114e-22,0
2.4384e-22,2.43844e-22,2.43845e-22,1.41311e-22,0
2.43959e-22,2.43963e-22,2.43964e-22,1.5664e-22,0
2.44076e-22,2.44079e-22,2.4408e-22,1.71008e-22,0
2.44188e-22,2.44192e-22,2.44193e-22,1.84325e-22,0
2.44297e-22,2.44301e-22,2.44302e-22,1.9651e-22,0
2.44403e-22,2.44406e-22,2.44408e-22,2.07488e-22,0
2.44505e-22,2.44509e-22,2.4451e-22,2.17193e-22,0
2.44604e-22,2.44607e-22,2.44609e-22,2.25563e-22,0
2.44699e-22,2.44702e-22,2.44704e-22,2.32548e-22,0
2.44791e-22,2.44794e-22,2.44796e-22,2.38106e-22,0
2.44879e-22,2.44882e-22,2.44884e-22,2.42201e-22,0
2.44964e-22,2.44967e-22,2.44969e-22,2.44808e-22,0
2.45045e-22,2.45048e-22,2.4505e-22,2.45913e-22,0
2.45123e-22,2.45126e-22,2.45128e-22,2.45507e-22,0
2.45198e-22,2.452e-22,2.45202e-22,2.43594e-22,0
2.45269e-22,2.45271e-22,2.45273e-22,2.40185e-22,0
2.45336e-22,2.45338e-22,2.4534e-22,2.353e-22,0
2.454e-22,2.45402e-22,2.45404e-22,2.28971e-22,0
2.4546e-22,2.45462e-22,2.45465e-22,2.21236e-22,0
2.45517e-22,2.45519e-22,2.45522e-22,2.12142e-22,0
2.45571e-22,2.45572e-22,2.45575e-22,2.01745e-22,0
2.45621e-22,2.45622e-22,2.45625e-22,1.9011e-22,0
2.45667e-22,2.45669e-22,2.45671e-22,1.77307e-22,0
2.4571e-22,2.45712e-22,2.45714e-22,1.63415e-22,0
2.4575e-22,2.45751e-22,2.45754e-22,1.4852e-22,0
2.45786e-22,2.45787e-22,2.4579e-22,1.32713e-22,0
2.45818e-22,2.45819e-22,2.45822e-22,1.1609e-22,0
2.45847e-22,2.45848e-22,2.45851e-22,9.87552e-23,0
2.45873e-22,2.45873e-22,2.45877e-22,8.08135e-23,0
2.45895e-22,2.45895e-22,2.45899e-22,6.23756e-23,0
2.45913e-22,2.45914e-22,2.45917e-22,4.35546e-23,0
2.45928e-22,2.45929e-22,2.45932e-22,2.44662e-23,0
2.4594e-22,2.4594e-22,2.45944e-22,5.22752e-24,0
2.45948e-22,2.45948e-22,2.45952e-22,-1.40433e-23,0
2.45952e-22,2.45952e-22,2.45956e-22,-3.32278e-23,0
2.45953e-22,2.45953e-22,2.45957e-22,-5.22083e-23,0
2.45951e-22,2.45951e-22,2.45955e-22,-7.08682e-23,0
2.45945e-22,2.45945e-22,2.45949e-22,-8.90929e-23,0
2.45935e-22,2.45935e-22,2.45939e-22,-1.0677e-22,0
2.45922e-22,2.45922e-22,2.45926e-22,-1.23792e-22,0
2.45906e-22,2.45906e-22,2.4591e-22,-1.40054e-22,0
2.45886e-22,2.45886e-22,2.4589e-22,-1.55456e-22,0
2.45863e-22,2.45862e-22,2.45866e-22,-1.69903e-22,0
2.45836e-22,2.45835e-22,2.45839e-22,-1.83306e-22,0
2.45805e-22,2.45804e-22,2.45809e-22,-1.95584e-22,0
2.45771e-22,2.4577e-22,2.45775e-22,-2.06661e-22,0
2.45734e-22,2.45733e-22,2.45738e-22,-2.16469e-22,0
2.45693e-22,2.45692e-22,2.45697e-22,-2.24948e-22,0
2.45649e-22,2.45647e-22,2.45652e-22,-2.32045e-22,0
2.45601e-22,2.45599e-22,2.45604e-22,-2.37717e-22,0
2.4555e-22,2.45548e-22,2.45553e-22,-2.41929e-22,0
2.45495e-22,2.45493e-22,2.45498e-22,-2.44656e-22,0
2.45436e-22,2.45434e-22,2.4544e-22,-2.4588e-22,0
2.45375e-22,2.45373e-22,2.45378e-22,-2.45595e-22,0
2.45309e-22,2.45307e-22,2.45313e-22,-2.43801e-22,0
2.4524e-22,2.45238e-22,2.45244e-22,-2.4051e-22,0
2.45168e-22,2.45166e-22,2.45171e-22,-2.35742e-22,0
2.45092e-22,2.4509e-22,2.45096e-22,-2.29526e-22,0
2.45013e-22,2.45011e-22,2.45016e-22,-2.21901e-22,0
2.4493e-22,2.44928e-22,2.44934e-22,-2.12914e-22,0
2.44844e-22,2.44841e-22,2.44847e-22,-2.02618e-22,0
2.44754e-22,2.44751e-22,2.44758e-22,-1.91079e-22,0
2.44661e-22,2.44658e-22,2.44664e-22,-1.78366e-22,0
2.44565e-22,2.44561e-22,2.44568e-22,-1.64558e-22,0
2.44464e-22,2.44461e-22,2.44467e-22,-1.49739e-22,0
2.44361e-22,2.44357e-22,2.44364e-22,-1.34001e-22,0
2.44254e-22,2.4425e-22,2.44257e-22,-1.17439e-22,0
2.44143e-22,2.4414e-22,2.44146e-22,-1.00157e-22,0
2.44029e-22,2.44025e-22,2.44032e-22,-8.22596e-23,0
2.43912e-22,2.43908e-22,2.43915e-22,-6.38571e-23,0
2.43791e-22,2.43787e-22,2.43794e-22,-4.50624e-23,0
2.43666e-22,2.43662e-22,2.43669e-22,-2.59909e-23,0
2.43538e-22,2.43534e-22,2.43541e-22,-6.75988e-24,0
2.43407e-22,2.43403e-22,2.4341e-22,1.25127e-23,0
2.43272e-22,2.43268e-22,2.43275e-22,3.17084e-23,0
2.43134e-22,2.43129e-22,2.43137e-22,5.07094e-23,0
2.42992e-22,2.42988e-22,2.42995e-22,6.9399e-23,0
2.42847e-22,2.42842e-22,2.4285e-22,8.76624e-23,0
2.42698e-22,2.42694e-22,2.42701e-22,1.05388e-22,0
2.42546e-22,2.42541e-22,2.42549e-22,1.22465e-22,0
2.42391e-22,2.42386e-22,2.42393e-22,1.38791e-22,0
2.42232e-22,2.42227e-22,2.42234e-22,1.54265e-22,0
2.42069e-22,2.42064e-22,2.42072e-22,1.68791e-22,0
2.41904e-22,2.41898e-22,2.41906e-22,1.82281e-22,0
2.41734e-22,2.41729e-22,2.41737e-22,1.94651e-22,0
2.41562e-22,2.41556e-22,2.41564e-22,2.05826e-22,0
2.41385e-22,2.4138e-22,2.41388e-22,2.15737e-22,0
2.41206e-22,2.412e-22,2.41208e-22,2.24323e-22,0
2.41023e-22,2.41017e-22,2.41025e-22,2.31532e-22,0
2.40836e-22,2.4083e-22,2.40839e-22,2.37319e-22,0
2.40647e-22,2.4064e-22,2.40649e-22,2.41648e-22,0
2.40453e-22,2.40447e-22,2.40455e-22,2.44494e-22,0
2.40257e-22,2.4025e-22,2.40259e-22,2.45838e-22,0
2.40056e-22,2.4005e-22,2.40059e-22,2.45673e-22,0
2.39853e-22,2.39846e-22,2.39855e-22,2.43998e-22,0
2.39646e-22,2.39639e-22,2.39648e-22,2.40826e-22,0
2.39436e-22,2.39429e-22,2.39438e-22,2.36174e-22,0
2.39222e-22,2.39215e-22,2.39224e-22,2.30073e-22,0
2.39005e-22,2.38998e-22,2.39007e-22,2.22558e-22,0
2.38784e-22,2.38777e-22,2.38786e-22,2.13677e-22,0
2.3856e-22,2.38553e-22,2.38562e-22,2.03483e-22,0
2.38333e-22,2.38325e-22,2.38335e-22,1.9204e-22,0
2.38102e-22,2.38095e-22,2.38104e-22,1.79418e-22,0
2.37868e-22,2.3786e-22,2.3787e-22,1.65694e-22,0
2.37631e-22,2.37623e-22,2.37632e-22,1.50952e-22,0
2.3739e-22,2.37382e-22,2.37392e-22,1.35283e-22,0
2.37145e-22,2.37138e-22,2.37147e-22,1.18784e-22,0
2.36898e-22,2.3689e-22,2.369e-22,1.01555e-22,0
2.36647e-22,2.36639e-22,2.36649e-22,8.37026e-23,0
2.36393e-22,2.36384e-22,2.36394e-22,6.53361e-23,0
2.36135e-22,2.36126e-22,2.36137e-22,4.65683e-23,0
2.35874e-22,2.35865e-22,2.35875e-22,2.75146e-23,0
2.35609e-22,2.35601e-22,2.35611e-22,8.29197e-24,0
2.35342e-22,2.35333e-22,2.35343e-22,-1.09816e-23,0
2.35071e-22,2.35062e-22,2.35072e-22,-3.01878e-23,0
2.34796e-22,2.34787e-22,2.34798e-22,-4.92085e-23,0
2.34518e-22,2.34509e-22,2.3452e-22,-6.79271e-23,0
2.34237e-22,2.34228e-22,2.34239e-22,-8.62286e-23,0
2.33953e-22,2.33944e-22,2.33954e-22,-1.04001e-22,0
2.33665e-22,2.33656e-22,2.33666e-22,-1.21134e-22,0
2.33374e-22,2.33364e-22,2.33375e-22,-1.37523e-22,0
2.3308e-22,2.3307e-22,2.33081e-22,-1.53068e-22,0
2.32782e-22,2.32772e-22,2.32783e-22,-1.67673e-22,0
2.32481e-22,2.32471e-22,2.32482e-22,-1.81248e-22,0
2.32177e-22,2.32167e-22,2.32178e-22,-1.9371e-22,0
2.31869e-22,2.31859e-22,2.3187e-22,-2.04983e-22,0
2.31558e-22,2.31548e-22,2.31559e-22,-2.14997e-22,0
2.31244e-22,2.31234e-22,2.31245e-22,-2.23691e-22,0
2.30926e-22,2.30916e-22,2.30927e-22,-2.3101e-22,0
2.30606e-22,2.30595e-22,2.30607e-22,-2.36912e-22,0
2.30281e-22,2.30271e-22,2.30282e-22,-2.41358e-22,0
2.29954e-22,2.29943e-22,2.29955e-22,-2.44323e-22,0
2.29624e-22,2.29613e-22,2.29624e-22,-2.45787e-22,0
2.2929e-22,2.29279e-22,2.29291e-22,-2.45741e-22,0
2.28953e-22,2.28942e-22,2.28953e-22,-2.44187e-22,0
2.28612e-22,2.28601e-22,2.28613e-22,-2.41133e-22,0
2.28269e-22,2.28257e-22,2.28269e-22,-2.36598e-22,0
2.27922e-22,2.2791e-22,2.27922e-22,-2.3061e-22,0
2.27572e-22,2.2756e-22,2.27572e-22,-2.23206e-22,0
2.27218e-22,2.27207e-22,2.27219e-22,-2.14432e-22,0
2.26862e-22,2.2685e-22,2.26862e-22,-2.0434e-22,0
2.26502e-22,2.2649e-22,2.26503e-22,-1.92994e-22,0
2.26139e-22,2.26127e-22,2.2614e-22,-1.80463e-22,0
2.25773e-22,2.25761e-22,2.25773e-22,-1.66823e-22,0
2.25403e-22,2.25391e-22,2.25404e-22,-1.52159e-22,0
2.25031e-22,2.25018e-22,2.25031e-22,-1.36561e-22,0
2.24655e-22,2.24642e-22,2.24655e-22,-1.20124e-22,0
2.24276e-22,2.24263e-22,2.24276e-22,-1.02949e-22,0
2.23893e-22,2.23881e-22,2.23894e-22,-8.51423e-23,0
2.23508e-22,2.23495e-22,2.23508e-22,-6.68125e-23,0
2.2312e-22,2.23107e-22,2.2312e-22,-4.80725e-23,0
2.22728e-22,2.22715e-22,2.22728e-22,-2.90373e-23,0
2.22333e-22,2.2232e-22,2.22333e-22,-9.82374e-24,0
2.21935e-22,2.21922e-22,2.21935e-22,9.45013e-24,0
2.21534e-22,2.2152e-22,2.21534e-22,2.8666e-23,0
2.21129e-22,2.21116e-22,2.21129e-22,4.77058e-23,0
2.20722e-22,2.20708e-22,2.20722e-22,6.64526e-23,0
2.20311e-22,2.20298e-22,2.20311e-22,8.47914e-23,0
2.19897e-22,2.19884e-22,2.19897e-22,1.02609e-22,0
2.1948e-22,2.19467e-22,2.1948e-22,1.19797e-22,0
2.1906e-22,2.19046e-22,2.1906e-22,1.3625e-22,0
2.18637e-22,2.18623e-22,2.18637e-22,1.51865e-22,0
2.18211e-22,2.18197e-22,2.18211e-22,1.66548e-22,0
2.17781e-22,2.17767e-22,2.17781e-22,1.80209e-22,0
2.17349e-22,2.17335e-22,2.17349e-22,1.92762e-22,0
2.16914e-22,2.16899e-22,2.16913e-22,2.04132e-22,0
2.16475e-22,2.1646e-22,2.16475e-22,2.14248e-22,0
2.16033e-22,2.16019e-22,2.16033e-22,2.23049e-22,0
2.15588e-22,2.15574e-22,2.15588e-22,2.3048e-22,0
2.15141e-22,2.15126e-22,2.1514e-22,2.36495e-22,0
2.1469e-22,2.14675e-22,2.14689e-22,2.41059e-22,0
2.14236e-22,2.14221e-22,2.14235e-22,2.44142e-22,0
2.13779e-22,2.13764e-22,2.13778e-22,2.45725e-22,0
2.13319e-22,2.13304e-22,2.13318e-22,2.458e-22,0
2.12856e-22,2.1284e-22,2.12855e-22,2.44365e-22,0
2.1239e-22,2.12374e-22,2.12389e-22,2.4143e-22,0
2.1192e-22,2.11905e-22,2.1192e-22,2.37012e-22,0
2.11448e-22,2.11433e-22,2.11448e-22,2.31139e-22,0
2.10973e-22,2.10958e-22,2.10973e-22,2.23846e-22,0
2.10495e-22,2.10479e-22,2.10495e-22,2.15178e-22,0
2.10014e-22,2.09998e-22,2.10013e-22,2.05189e-22,0
2.0953e-22,2.09514e-22,2.09529e-22,1.93941e-22,0
2.09043e-22,2.09027e-22,2.09042e-22,1.81501e-22,0
2.08553e-22,2.08537e-22,2.08552e-22,1.67946e-22,0
2.0806e-22,2.08044e-22,2.08059e-22,1.53361e-22,0
2.07564e-22,2.07548e-22,2.07563e-22,1.37833e-22,0
2.07065e-22,2.07049e-22,2.07064e-22,1.21459e-22,0
2.06563e-22,2.06547e-22,2.06562e-22,1.04339e-22,0
2.06058e-22,2.06042e-22,2.06057e-22,8.65786e-23,0
2.05551e-22,2.05534e-22,2.0555e-22,6.82864e-23,0
2.0504e-22,2.05023e-22,2.05039e-22,4.95748e-23,0
2.04526e-22,2.04509e-22,2.04525e-22,3.05588e-23,0
2.0401e-22,2.03993e-22,2.04009e-22,1.13551e-23,0
2.03491e-22,2.03473e-22,2.0349e-22,-7.91827e-24,0
2.02968e-22,2.02951e-22,2.02967e-22,-2.7143e-23,0
2.02443e-22,2.02426e-22,2.02442e-22,-4.62011e-23,0
2.01915e-22,2.01898e-22,2.01914e-22,-6.49755e-23,0
2.01384e-22,2.01367e-22,2.01383e-22,-8.33509e-23,0
2.00851e-22,2.00833e-22,2.00849e-22,-1.01214e-22,0
2.00314e-22,2.00296e-22,2.00313e-22,-1.18456e-22,0
1.99774e-22,1.99757e-22,1.99773e-22,-1.34971e-22,0
1.99232e-22,1.99214e-22,1.99231e-22,-1.50657e-22,0
1.98687e-22,1.98669e-22,1.98686e-22,-1.65417e-22,0
1.98139e-22,1.98121e-22,1.98138e-22,-1.79162e-22,0
1.97588e-22,1.9757e-22,1.97587e-22,-1.91806e-22,0
1.97035e-22,1.97017e-22,1.97033e-22,-2.03273e-22,0
1.96478e-22,1.9646e-22,1.96477e-22,-2.13491e-22,0
1.95919e-22,1.95901e-22,1.95918e-22,-2.22399e-22,0
1.95357e-22,1.95339e-22,1.95356e-22,-2.2994e-22,0
1.94793e-22,1.94774e-22,1.94791e-22,-2.3607e-22,0
1.94225e-22,1.94206e-22,1.94223e-22,-2.4075e-22,0
1.93655e-22,1.93636e-22,1.93653e-22,-2.43951e-22,0
1.93082e-22,1.93063e-22,1.9308e-22,-2.45655e-22,0
1.92506e-22,1.92487e-22,1.92504e-22,-2.45849e-22,0
1.91928e-22,1.91909e-22,1.91926e-22,-2.44534e-22,0
1.91346e-22,1.91327e-22,1.91345e-22,-2.41718e-22,0
1.90762e-22,1.90743e-22,1.90761e-22,-2.37417e-22,0
1.90176e-22,1.90156e-22,1.90174e-22,-2.31658e-22,0
1.89586e-22,1.89567e-22,1.89585e-22,-2.24477e-22,0
1.88994e-22,1.88975e-22,1.88993e-22,-2.15917e-22,0
1.884e-22,1.8838e-22,1.88398e-22,-2.06031e-22,0
1.87802e-22,1.87783e-22,1.878e-22,-1.9488e-22,0
1.87202e-22,1.87182e-22,1.872e-22,-1.82532e-22,0
1.86599e-22,1.8658e-22,1.86597e-22,-1.69063e-22,0
1.85994e-22,1.85974e-22,1.85992e-22,-1.54556e-22,0
1.85386e-22,1.85366e-22,1.85384e-22,-1.391e-22,0
