Analytical,RK2,LeapFrog,Boost-RKF,BOOST-Dopri5
-5.09912e-23,-5.10003e-23,-5.09943e-23,-2.15759e-22,0
-5.1898e-23,-5.1907e-23,-5.1901e-23,-2.24342e-22,0
-5.28039e-23,-5.2813e-23,-5.2807e-23,-2.31547e-22,0
-5.37092e-23,-5.37182e-23,-5.37123e-23,-2.37331e-22,0
-5.46136e-23,-5.46227e-23,-5.46168e-23,-2.41657e-22,0
-5.55173e-23,-5.55264e-23,-5.55205e-23,-2.44499e-22,0
-5.64203e-23,-5.64293e-23,-5.64234e-23,-2.4584e-22,0
-5.73224e-23,-5.73314e-23,-5.73255e-23,-2.4567e-22,0
-5.82237e-23,-5.82327e-23,-5.82268e-23,-2.43993e-22,0
-5.91241e-23,-5.91331e-23,-5.91273e-23,-2.40817e-22,0
-6.00237e-23,-6.00328e-23,-6.00269e-23,-2.36162e-22,0
-6.09225e-23,-6.09315e-23,-6.09257e-23,-2.30057e-22,0
-6.18204e-23,-6.18294e-23,-6.18236e-23,-2.22539e-22,0
-6.27174e-23,-6.27264e-23,-6.27207e-23,-2.13654e-22,0
-6.36136e-23,-6.36226e-23,-6.36168e-23,-2.03458e-22,0
-6.45088e-23,-6.45178e-23,-6.45121e-23,-1.92012e-22,0
-6.54031e-23,-6.54121e-23,-6.54064e-23,-1.79387e-22,0
-6.62965e-23,-6.63055e-23,-6.62998e-23,-1.6566e-22,0
-6.7189e-23,-6.71979e-23,-6.71923e-23,-1.50916e-22,0
-6.80804e-23,-6.80894e-23,-6.80838e-23,-1.35245e-22,0
-6.8971e-23,-6.89799e-23,-6.89743e-23,-1.18744e-22,0
-6.98605e-23,-6.98694e-23,-6.98638e-23,-1.01514e-22,0
-7.0749e-23,-7.0758e-23,-7.07524e-23,-8.36597e-23,0
-7.16366e-23,-7.16455e-23,-7.164e-23,-6.52921e-23,0
-7.25231e-23,-7.2532e-23,-7.25265e-23,-4.65236e-23,0
-7.34086e-23,-7.34175e-23,-7.3412e-23,-2.74694e-23,0
-7.42931e-23,-7.4302e-23,-7.42965e-23,-8.24644e-24,0
-7.51764e-23,-7.51853e-23,-7.51799e-23,1.10271e-23,0
-7.60588e-23,-7.60677e-23,-7.60622e-23,3.0233e-23,0
-7.694e-23,-7.69489e-23,-7.69435e-23,4.92532e-23,0
-7.78202e-23,-7.7829e-23,-7.78236e-23,6.79709e-23,0
-7.86992e-23,-7.87081e-23,-7.87027e-23,8.62712e-23,0
-7.95771e-23,-7.9586e-23,-7.95806e-23,1.04042e-22,0
-8.04539e-23,-8.04628e-23,-8.04574e-23,1.21173e-22,0
-8.13296e-23,-8.13384e-23,-8.13331e-23,1.37561e-22,0
-8.22041e-23,-8.22129e-23,-8.22076e-23,1.53104e-22,0
-8.30774e-23,-8.30862e-23,-8.30809e-23,1.67706e-22,0
-8.39496e-23,-8.39584e-23,-8.39531e-23,1.81279e-22,0
-8.48205e-23,-8.48293e-23,-8.4824e-23,1.93738e-22,0
-8.56903e-23,-8.5699e-23,-8.56938e-23,2.05008e-22,0
-8.65588e-23,-8.65676e-23,-8.65623e-23,2.15019e-22,0
-8.74261e-23,-8.74348e-23,-8.74297e-23,2.23709e-22,0
-8.82921e-23,-8.83009e-23,-8.82957e-23,2.31026e-22,0
-8.91569e-23,-8.91657e-23,-8.91605e-23,2.36924e-22,0
-9.00205e-23,-9.00292e-23,-9.00241e-23,2.41367e-22,0
-9.08827e-23,-9.08914e-23,-9.08863e-23,2.44328e-22,0
-9.17437e-23,-9.17524e-23,-9.17473e-23,2.45788e-22,0
-9.26034e-23,-9.26121e-23,-9.2607e-23,2.45739e-22,0
-9.34617e-23,-9.34704e-23,-9.34653e-23,2.44181e-22,0
-9.43187e-23,-9.43274e-23,-9.43224e-23,2.41124e-22,0
-9.51744e-23,-9.51831e-23,-9.51781e-23,2.36585e-22,0
-9.60287e-23,-9.60374e-23,-9.60324e-23,2.30594e-22,0
-9.68817e-23,-9.68903e-23,-9.68854e-23,2.23187e-22,0
-9.77332e-23,-9.77419e-23,-9.7737e-23,2.14409e-22,0
-9.85834e-23,-9.85921e-23,-9.85872e-23,2.04315e-22,0
-9.94322e-23,-9.94408e-23,-9.9436e-23,1.92966e-22,0
-1.0028e-22,-1.00288e-22,-1.00283e-22,1.80432e-22,0
-1.01126e-22,-1.01134e-22,-1.01129e-22,1.6679e-22,0
-1.0197e-22,-1.01979e-22,-1.01974e-22,1.52123e-22,0
-1.02813e-22,-1.02822e-22,-1.02817e-22,1.36523e-22,0
-1.03655e-22,-1.03663e-22,-1.03659e-22,1.20084e-22,0
-1.04495e-22,-1.04503e-22,-1.04499e-22,1.02908e-22,0
-1.05334e-22,-1.05342e-22,-1.05337e-22,8.50995e-23,0
-1.06171e-22,-1.06179e-22,-1.06174e-22,6.67687e-23,0
-1.07006e-22,-1.07015e-22,-1.0701e-22,4.80278e-23,0
-1.0784e-22,-1.07849e-22,-1.07844e-22,2.8992e-23,0
-1.08673e-22,-1.08681e-22,-1.08677e-22,9.77822e-24,0
-1.09504e-22,-1.09513e-22,-1.09508e-22,-9.49565e-24,0
-1.10334e-22,-1.10342e-22,-1.10337e-22,-2.87112e-23,0
-1.11161e-22,-1.1117e-22,-1.11165e-22,-4.77505e-23,0
-1.11988e-22,-1.11996e-22,-1.11992e-22,-6.64965e-23,0
-1.12813e-22,-1.12821e-22,-1.12816e-22,-8.48341e-23,0
-1.13636e-22,-1.13644e-22,-1.1364e-22,-1.02651e-22,0
-1.14457e-22,-1.14466e-22,-1.14461e-22,-1.19837e-22,0
-1.15277e-22,-1.15285e-22,-1.15281e-22,-1.36288e-22,0
-1.16095e-22,-1.16104e-22,-1.16099e-22,-1.51901e-22,0
-1.16912e-22,-1.1692e-22,-1.16916e-22,-1.66582e-22,0
-1.17727e-22,-1.17735e-22,-1.17731e-22,-1.8024e-22,0
-1.1854e-22,-1.18548e-22,-1.18544e-22,-1.9279e-22,0
-1.19352e-22,-1.1936e-22,-1.19356e-22,-2.04157e-22,0
-1.20162e-22,-1.2017e-22,-1.20166e-22,-2.14271e-22,0
-1.2097e-22,-1.20978e-22,-1.20974e-22,-2.23068e-22,0
-1.21776e-22,-1.21785e-22,-1.2178e-22,-2.30496e-22,0
-1.22581e-22,-1.22589e-22,-1.22585e-22,-2.36508e-22,0
-1.23384e-22,-1.23392e-22,-1.23388e-22,-2.41068e-22,0
-1.24185e-22,-1.24194e-22,-1.24189e-22,-2.44147e-22,0
-1.24985e-22,-1.24993e-22,-1.24989e-22,-2.45727e-22,0
-1.25783e-22,-1.25791e-22,-1.25787e-22,-2.45798e-22,0
-1.26578e-22,-1.26587e-22,-1.26582e-22,-2.4436e-22,0
-1.27373e-22,-1.27381e-22,-1.27377e-22,-2.41421e-22,0
-1.28165e-22,-1.28173e-22,-1.28169e-22,-2.37e-22,0
-1.28955e-22,-1.28963e-22,-1.28959e-22,-2.31123e-22,0
-1.29744e-22,-1.29752e-22,-1.29748e-22,-2.23827e-22,0
-1.30531e-22,-1.30539e-22,-1.30535e-22,-2.15156e-22,0
-1.31316e-22,-1.31324e-22,-1.3132e-22,-2.05164e-22,0
-1.32099e-22,-1.32107e-22,-1.32103e-22,-1.93913e-22,0
-1.3288e-22,-1.32888e-22,-1.32884e-22,-1.8147e-22,0
-1.33659e-22,-1.33667e-22,-1.33663e-22,-1.67913e-22,0
-1.34437e-22,-1.34445e-22,-1.34441e-22,-1.53325e-22,0
-1.35212e-22,-1.3522e-22,-1.35216e-22,-1.37795e-22,0
-1.35986e-22,-1.35994e-22,-1.3599e-22,-1.21419e-22,0
-1.36758e-22,-1.36765e-22,-1.36762e-22,-1.04298e-22,0
-1.37527e-22,-1.37535e-22,-1.37531e-22,-8.6536e-23,0
-1.38295e-22,-1.38303e-22,-1.38299e-22,-6.82426e-23,0
-1.39061e-22,-1.39069e-22,-1.39065e-22,-4.95302e-23,0
-1.39825e-22,-1.39832e-22,-1.39829e-22,-3.05136e-23,0
-1.40586e-22,-1.40594e-22,-1.40591e-22,-1.13096e-23,0
-1.41346e-22,-1.41354e-22,-1.4135e-22,7.9638e-24,0
-1.42104e-22,-1.42112e-22,-1.42108e-22,2.71883e-23,0
-1.4286e-22,-1.42868e-22,-1.42864e-22,4.62459e-23,0
-1.43614e-22,-1.43621e-22,-1.43618e-22,6.50195e-23,0
-1.44365e-22,-1.44373e-22,-1.4437e-22,8.33938e-23,0
-1.45115e-22,-1.45123e-22,-1.45119e-22,1.01256e-22,0
-1.45863e-22,-1.4587e-22,-1.45867e-22,1.18496e-22,0
-1.46608e-22,-1.46616e-22,-1.46612e-22,1.35009e-22,0
-1.47352e-22,-1.47359e-22,-1.47356e-22,1.50693e-22,0
-1.48093e-22,-1.48101e-22,-1.48097e-22,1.65451e-22,0
-1.48832e-22,-1.4884e-22,-1.48837e-22,1.79193e-22,0
-1.49569e-22,-1.49577e-22,-1.49574e-22,1.91835e-22,0
-1.50304e-22,-1.50312e-22,-1.50309e-22,2.03299e-22,0
-1.51037e-22,-1.51045e-22,-1.51042e-22,2.13514e-22,0
-1.51768e-22,-1.51776e-22,-1.51772e-22,2.22418e-22,0
-1.52497e-22,-1.52504e-22,-1.52501e-22,2.29956e-22,0
-1.53223e-22,-1.5323e-22,-1.53227e-22,2.36083e-22,0
-1.53947e-22,-1.53955e-22,-1.53952e-22,2.40759e-22,0
-1.54669e-22,-1.54677e-22,-1.54674e-22,2.43957e-22,0
-1.55389e-22,-1.55397e-22,-1.55393e-22,2.45657e-22,0
-1.56107e-22,-1.56114e-22,-1.56111e-22,2.45848e-22,0
-1.56822e-22,-1.5683e-22,-1.56827e-22,2.4453e-22,0
-1.57535e-22,-1.57543e-22,-1.5754e-22,2.41709e-22,0
-1.58246e-22,-1.58254e-22,-1.58251e-22,2.37405e-22,0
-1.58955e-22,-1.58962e-22,-1.58959e-22,2.31643e-22,0
-1.59661e-22,-1.59669e-22,-1.59666e-22,2.24458e-22,0
-1.60366e-22,-1.60373e-22,-1.6037e-22,2.15895e-22,0
-1.61068e-22,-1.61075e-22,-1.61072e-22,2.06006e-22,0
-1.61767e-22,-1.61774e-22,-1.61772e-22,1.94852e-22,0
-1.62464e-22,-1.62472e-22,-1.62469e-22,1.82501e-22,0
-1.63159e-22,-1.63167e-22,-1.63164e-22,1.6903e-22,0
-1.63852e-22,-1.63859e-22,-1.63857e-22,1.5452e-22,0
-1.64542e-22,-1.6455e-22,-1.64547e-22,1.39062e-22,0
-1.6523e-22,-1.65238e-22,-1.65235e-22,1.2275e-22,0
-1.65916e-22,-1.65923e-22,-1.65921e-22,1.05684e-22,0
-1.66599e-22,-1.66607e-22,-1.66604e-22,8.79691e-23,0
-1.6728e-22,-1.67287e-22,-1.67285e-22,6.97139e-23,0
-1.67959e-22,-1.67966e-22,-1.67963e-22,5.10306e-23,0
-1.68635e-22,-1.68642e-22,-1.6864e-22,3.2034e-23,0
-1.69309e-22,-1.69316e-22,-1.69313e-22,1.28406e-23,0
-1.6998e-22,-1.69987e-22,-1.69985e-22,-6.43165e-24,0
-1.70649e-22,-1.70656e-22,-1.70654e-22,-2.56644e-23,0
-1.71316e-22,-1.71323e-22,-1.7132e-22,-4.47395e-23,0
-1.7198e-22,-1.71987e-22,-1.71984e-22,-6.35399e-23,0
-1.72641e-22,-1.72648e-22,-1.72646e-22,-8.19501e-23,0
-1.73301e-22,-1.73307e-22,-1.73305e-22,-9.98571e-23,0
-1.73957e-22,-1.73964e-22,-1.73962e-22,-1.17151e-22,0
-1.74612e-22,-1.74618e-22,-1.74616e-22,-1.33725e-22,0
-1.75263e-22,-1.7527e-22,-1.75268e-22,-1.49478e-22,0
-1.75913e-22,-1.75919e-22,-1.75917e-22,-1.64314e-22,0
-1.76559e-22,-1.76566e-22,-1.76564e-22,-1.7814e-22,0
-1.77204e-22,-1.7721e-22,-1.77208e-22,-1.90872e-22,0
-1.77846e-22,-1.77852e-22,-1.7785e-22,-2.02432e-22,0
-1.78485e-22,-1.78491e-22,-1.78489e-22,-2.12749e-22,0
-1.79121e-22,-1.79128e-22,-1.79126e-22,-2.2176e-22,0
-1.79756e-22,-1.79762e-22,-1.7976e-22,-2.29408e-22,0
-1.80387e-22,-1.80394e-22,-1.80392e-22,-2.35648e-22,0
-1.81016e-22,-1.81023e-22,-1.81021e-22,-2.40441e-22,0
-1.81643e-22,-1.81649e-22,-1.81647e-22,-2.43757e-22,0
-1.82267e-22,-1.82273e-22,-1.82271e-22,-2.45577e-22,0
-1.82888e-22,-1.82894e-22,-1.82892e-22,-2.45888e-22,0
-1.83507e-22,-1.83513e-22,-1.83511e-22,-2.44689e-22,0
-1.84123e-22,-1.84129e-22,-1.84127e-22,-2.41988e-22,0
-1.84736e-22,-1.84742e-22,-1.84741e-22,-2.37801e-22,0
-1.85347e-22,-1.85353e-22,-1.85351e-22,-2.32153e-22,0
-1.85955e-22,-1.85961e-22,-1.8596e-22,-2.2508e-22,0
-1.86561e-22,-1.86567e-22,-1.86565e-22,-2.16625e-22,0
-1.87164e-22,-1.8717e-22,-1.87168e-22,-2.06839e-22,0
-1.87764e-22,-1.8777e-22,-1.87768e-22,-1.95783e-22,0
-1.88361e-22,-1.88368e-22,-1.88366e-22,-1.83525e-22,0
-1.88956e-22,-1.88962e-22,-1.88961e-22,-1.7014e-22,0
-1.89548e-22,-1.89555e-22,-1.89553e-22,-1.5571e-22,0
-1.90138e-22,-1.90144e-22,-1.90143e-22,-1.40324e-22,0
-1.90725e-22,-1.90731e-22,-1.90729e-22,-1.24076e-22,0
-1.91309e-22,-1.91315e-22,-1.91313e-22,-1.07066e-22,0
-1.9189e-22,-1.91896e-22,-1.91895e-22,-8.93988e-23,0
-1.92469e-22,-1.92475e-22,-1.92474e-22,-7.11825e-23,0
-1.93045e-22,-1.93051e-22,-1.93049e-22,-5.25291e-23,0
-1.93618e-22,-1.93624e-22,-1.93623e-22,-3.35531e-23,0
-1.94189e-22,-1.94194e-22,-1.94193e-22,-1.43711e-23,0
-1.94756e-22,-1.94762e-22,-1.94761e-22,4.89924e-24,0
-1.95321e-22,-1.95327e-22,-1.95326e-22,2.41395e-23,0
-1.95883e-22,-1.95889e-22,-1.95888e-22,4.32314e-23,0
-1.96443e-22,-1.96448e-22,-1.96447e-22,6.20579e-23,0
-1.96999e-22,-1.97005e-22,-1.97004e-22,8.05033e-23,0
-1.97553e-22,-1.97559e-22,-1.97557e-22,9.84544e-23,0
-1.98104e-22,-1.9811e-22,-1.98108e-22,1.15801e-22,0
-1.98652e-22,-1.98658e-22,-1.98657e-22,1.32436e-22,0
-1.99197e-22,-1.99203e-22,-1.99202e-22,1.48258e-22,0
-1.9974e-22,-1.99745e-22,-1.99744e-22,1.6317e-22,0
-2.00279e-22,-2.00285e-22,-2.00284e-22,1.77079e-22,0
-2.00816e-22,-2.00822e-22,-2.00821e-22,1.89901e-22,0
-2.0135e-22,-2.01356e-22,-2.01355e-22,2.01557e-22,0
-2.01881e-22,-2.01887e-22,-2.01886e-22,2.11976e-22,0
-2.02409e-22,-2.02415e-22,-2.02414e-22,2.21092e-22,0
-2.02935e-22,-2.0294e-22,-2.02939e-22,2.28851e-22,0
-2.03457e-22,-2.03463e-22,-2.03462e-22,2.35205e-22,0
-2.03977e-22,-2.03982e-22,-2.03981e-22,2.40114e-22,0
-2.04493e-22,-2.04499e-22,-2.04498e-22,2.43548e-22,0
-2.05007e-22,-2.05012e-22,-2.05012e-22,2.45487e-22,0
-2.05518e-22,-2.05523e-22,-2.05522e-22,2.45919e-22,0
-2.06026e-22,-2.06031e-22,-2.0603e-22,2.4484e-22,0
-2.06531e-22,-2.06536e-22,-2.06535e-22,2.42258e-22,0
-2.07033e-22,-2.07038e-22,-2.07037e-22,2.38188e-22,0
-2.07532e-22,-2.07537e-22,-2.07537e-22,2.32655e-22,0
-2.08028e-22,-2.08033e-22,-2.08033e-22,2.25694e-22,0
-2.08521e-22,-2.08526e-22,-2.08526e-22,2.17346e-22,0
-2.09011e-22,-2.09017e-22,-2.09016e-22,2.07664e-22,0
-2.09499e-22,-2.09504e-22,-2.09503e-22,1.96707e-22,0
-2.09983e-22,-2.09988e-22,-2.09988e-22,1.84542e-22,0
-2.10464e-22,-2.10469e-22,-2.10469e-22,1.71244e-22,0
-2.10943e-22,-2.10948e-22,-2.10947e-22,1.56893e-22,0
-2.11418e-22,-2.11423e-22,-2.11423e-22,1.4158e-22,0
-2.1189e-22,-2.11895e-22,-2.11895e-22,1.25397e-22,0
-2.1236e-22,-2.12364e-22,-2.12364e-22,1.08444e-22,0
-2.12826e-22,-2.12831e-22,-2.1283e-22,9.08251e-23,0
-2.13289e-22,-2.13294e-22,-2.13294e-22,7.26483e-23,0
-2.13749e-22,-2.13754e-22,-2.13754e-22,5.40255e-23,0
-2.14206e-22,-2.14211e-22,-2.14211e-22,3.50709e-23,0
-2.14661e-22,-2.14665e-22,-2.14665e-22,1.5901e-23,0
-2.15112e-22,-2.15116e-22,-2.15116e-22,-3.36664e-24,0
-2.1556e-22,-2.15564e-22,-2.15564e-22,-2.26136e-23,0
-2.16005e-22,-2.16009e-22,-2.16009e-22,-4.17216e-23,0
-2.16447e-22,-2.16451e-22,-2.16451e-22,-6.05735e-23,0
-2.16885e-22,-2.1689e-22,-2.1689e-22,-7.90534e-23,0
-2.17321e-22,-2.17326e-22,-2.17326e-22,-9.70478e-23,0
-2.17754e-22,-2.17758e-22,-2.17758e-22,-1.14446e-22,0
-2.18183e-22,-2.18188e-22,-2.18188e-22,-1.31142e-22,0
-2.1861e-22,-2.18614e-22,-2.18614e-22,-1.47032e-22,0
-2.19033e-22,-2.19038e-22,-2.19038e-22,-1.6202e-22,0
-2.19453e-22,-2.19458e-22,-2.19458e-22,-1.76012e-22,0
-2.19871e-22,-2.19875e-22,-2.19875e-22,-1.88924e-22,0
-2.20284e-22,-2.20289e-22,-2.20289e-22,-2.00675e-22,0
-2.20695e-22,-2.207e-22,-2.207e-22,-2.11194e-22,0
-2.21103e-22,-2.21107e-22,-2.21108e-22,-2.20416e-22,0
-2.21508e-22,-2.21512e-22,-2.21512e-22,-2.28285e-22,0
-2.21909e-22,-2.21913e-22,-2.21914e-22,-2.34752e-22,0
-2.22307e-22,-2.22312e-22,-2.22312e-22,-2.39777e-22,0
-2.22702e-22,-2.22707e-22,-2.22707e-22,-2.4333e-22,0
-2.23094e-22,-2.23099e-22,-2.23099e-22,-2.45388e-22,0
-2.23483e-22,-2.23487e-22,-2.23488e-22,-2.4594e-22,0
-2.23869e-22,-2.23873e-22,-2.23873e-22,-2.44981e-22,0
-2.24251e-22,-2.24255e-22,-2.24256e-22,-2.42518e-22,0
-2.2463e-22,-2.24635e-22,-2.24635e-22,-2.38565e-22,0
-2.25007e-22,-2.25011e-22,-2.25011e-22,-2.33148e-22,0
-2.25379e-22,-2.25383e-22,-2.25384e-22,-2.26299e-22,0
-2.25749e-22,-2.25753e-22,-2.25754e-22,-2.1806e-22,0
-2.26115e-22,-2.26119e-22,-2.2612e-22,-2.08482e-22,0
-2.26479e-22,-2.26483e-22,-2.26483e-22,-1.97624e-22,0
-2.26839e-22,-2.26842e-22,-2.26843e-22,-1.85552e-22,0
-2.27195e-22,-2.27199e-22,-2.272e-22,-1.7234e-22,0
-2.27549e-22,-2.27553e-22,-2.27554e-22,-1.58071e-22,0
-2.27899e-22,-2.27903e-22,-2.27904e-22,-1.42831e-22,0
-2.28246e-22,-2.2825e-22,-2.28251e-22,-1.26713e-22,0
-2.2859e-22,-2.28594e-22,-2.28595e-22,-1.09818e-22,0
-2.28931e-22,-2.28934e-22,-2.28935e-22,-9.22478e-23,0
-2.29268e-22,-2.29272e-22,-2.29273e-22,-7.41114e-23,0
-2.29602e-22,-2.29606e-22,-2.29607e-22,-5.55198e-23,0
-2.29933e-22,-2.29937e-22,-2.29938e-22,-3.65874e-23,0
-2.30261e-22,-2.30264e-22,-2.30265e-22,-1.74303e-23,0
-2.30585e-22,-2.30588e-22,-2.30589e-22,1.83392e-24,0
-2.30906e-22,-2.30909e-22,-2.3091e-22,2.10868e-23,0
-2.31224e-22,-2.31227e-22,-2.31228e-22,4.02102e-23,0
-2.31538e-22,-2.31541e-22,-2.31542e-22,5.90867e-23,0
-2.31849e-22,-2.31852e-22,-2.31854e-22,7.76004e-23,0
-2.32157e-22,-2.3216e-22,-2.32161e-22,9.56375e-23,0
-2.32461e-22,-2.32465e-22,-2.32466e-22,1.13087e-22,0
-2.32763e-22,-2.32766e-22,-2.32767e-22,1.29843e-22,0
-2.33061e-22,-2.33064e-22,-2.33065e-22,1.45801e-22,0
-2.33355e-22,-2.33358e-22,-2.3336e-22,1.60863e-22,0
-2.33646e-22,-2.3365e-22,-2.33651e-22,1.74938e-22,0
-2.33934e-22,-2.33938e-22,-2.33939e-22,1.87939e-22,0
-2.34219e-22,-2.34222e-22,-2.34224e-22,1.99785e-22,0
-2.345e-22,-2.34503e-22,-2.34505e-22,2.10405e-22,0
-2.34778e-22,-2.34781e-22,-2.34783e-22,2.19732e-22,0
-2.35053e-22,-2.35056e-22,-2.35058e-22,2.2771e-22,0
-2.35324e-22,-2.35327e-22,-2.35329e-22,2.3429e-22,0
-2.35592e-22,-2.35595e-22,-2.35597e-22,2.39431e-22,0
-2.35857e-22,-2.3586e-22,-2.35861e-22,2.43102e-22,0
-2.36118e-22,-2.36121e-22,-2.36123e-22,2.45279e-22,0
-2.36376e-22,-2.36379e-22,-2.36381e-22,2.45951e-22,0
-2.36631e-22,-2.36633e-22,-2.36635e-22,2.45112e-22,0
-2.36882e-22,-2.36885e-22,-2.36886e-22,2.42768e-22,0
-2.3713e-22,-2.37132e-22,-2.37134e-22,2.38933e-22,0
-2.37374e-22,-2.37377e-22,-2.37379e-22,2.33631e-22,0
-2.37615e-22,-2.37618e-22,-2.3762e-22,2.26895e-22,0
-2.37853e-22,-2.37855e-22,-2.37857e-22,2.18765e-22,0
-2.38087e-22,-2.3809e-22,-2.38092e-22,2.09291e-22,0
-2.38318e-22,-2.38321e-22,-2.38323e-22,1.98532e-22,0
-2.38546e-22,-2.38548e-22,-2.3855e-22,1.86554e-22,0
-2.3877e-22,-2.38772e-22,-2.38774e-22,1.73431e-22,0
-2.38991e-22,-2.38993e-22,-2.38995e-22,1.59242e-22,0
-2.39208e-22,-2.3921e-22,-2.39212e-22,1.44076e-22,0
-2.39422e-22,-2.39424e-22,-2.39426e-22,1.28024e-22,0
-2.39633e-22,-2.39635e-22,-2.39637e-22,1.11187e-22,0
-2.3984e-22,-2.39842e-22,-2.39844e-22,9.36669e-23,0
-2.40043e-22,-2.40046e-22,-2.40048e-22,7.55715e-23,0
-2.40244e-22,-2.40246e-22,-2.40248e-22,5.7012e-23,0
-2.40441e-22,-2.40443e-22,-2.40445e-22,3.81024e-23,0
-2.40634e-22,-2.40636e-22,-2.40639e-22,1.89589e-23,0
-2.40824e-22,-2.40826e-22,-2.40829e-22,-3.01117e-25,0
-2.41011e-22,-2.41013e-22,-2.41015e-22,-1.95593e-23,0
-2.41194e-22,-2.41196e-22,-2.41199e-22,-3.86973e-23,0
-2.41374e-22,-2.41376e-22,-2.41378e-22,-5.75977e-23,0
-2.4155e-22,-2.41552e-22,-2.41555e-22,-7.61444e-23,0
-2.41723e-22,-2.41725e-22,-2.41728e-22,-9.42234e-23,0
-2.41893e-22,-2.41895e-22,-2.41897e-22,-1.11724e-22,0
-2.42059e-22,-2.42061e-22,-2.42063e-22,-1.28538e-22,0
-2.42222e-22,-2.42223e-22,-2.42226e-22,-1.44563e-22,0
-2.42381e-22,-2.42382e-22,-2.42385e-22,-1.59701e-22,0
-2.42536e-22,-2.42538e-22,-2.42541e-22,-1.73857e-22,0
-2.42689e-22,-2.4269e-22,-2.42693e-22,-1.86946e-22,0
-2.42838e-22,-2.42839e-22,-2.42842e-22,-1.98887e-22,0
-2.42983e-22,-2.42985e-22,-2.42987e-22,-2.09607e-22,0
-2.43125e-22,-2.43126e-22,-2.43129e-22,-2.19039e-22,0
-2.43263e-22,-2.43265e-22,-2.43268e-22,-2.27126e-22,0
-2.43398e-22,-2.434e-22,-2.43403e-22,-2.33819e-22,0
-2.4353e-22,-2.43531e-22,-2.43534e-22,-2.39076e-22,0
-2.43658e-22,-2.4366e-22,-2.43662e-22,-2.42864e-22,0
-2.43783e-22,-2.43784e-22,-2.43787e-22,-2.45161e-22,0
-2.43904e-22,-2.43905e-22,-2.43908e-22,-2.45953e-22,0
-2.44022e-22,-2.44023e-22,-2.44026e-22,-2.45234e-22,0
-2.44136e-22,-2.44137e-22,-2.4414e-22,-2.43009e-22,0
-2.44247e-22,-2.44248e-22,-2.44251e-22,-2.39292e-22,0
-2.44354e-22,-2.44355e-22,-2.44358e-22,-2.34106e-22,0
-2.44458e-22,-2.44459e-22,-2.44462e-22,-2.27482e-22,0
-2.44558e-22,-2.44559e-22,-2.44562e-22,-2.19461e-22,0
-2.44655e-22,-2.44656e-22,-2.44659e-22,-2.10092e-22,0
-2.44749e-22,-2.4475e-22,-2.44753e-22,-1.99433e-22,0
-2.44838e-22,-2.44839e-22,-2.44843e-22,-1.8755e-22,0
-2.44925e-22,-2.44926e-22,-2.44929e-22,-1.74514e-22,0
-2.45008e-22,-2.45009e-22,-2.45012e-22,-1.60407e-22,0
-2.45087e-22,-2.45088e-22,-2.45091e-22,-1.45315e-22,0
-2.45163e-22,-2.45164e-22,-2.45167e-22,-1.29331e-22,0
-2.45236e-22,-2.45237e-22,-2.4524e-22,-1.12552e-22,0
-2.45305e-22,-2.45306e-22,-2.45309e-22,-9.50824e-23,0
-2.4537e-22,-2.45371e-22,-2.45375e-22,-7.70287e-23,0
-2.45432e-22,-2.45433e-22,-2.45437e-22,-5.8502e-23,0
-2.45491e-22,-2.45492e-22,-2.45495e-22,-3.9616e-23,0
-2.45546e-22,-2.45547e-22,-2.4555e-22,-2.04867e-23,0
-2.45598e-22,-2.45598e-22,-2.45602e-22,-1.23169e-24,0
-2.45646e-22,-2.45646e-22,-2.4565e-22,1.80309e-23,0
-2.4569e-22,-2.45691e-22,-2.45694e-22,3.71828e-23,0
-2.45732e-22,-2.45732e-22,-2.45736e-22,5.61064e-23,0
-2.45769e-22,-2.4577e-22,-2.45773e-22,7.46854e-23,0
-2.45803e-22,-2.45804e-22,-2.45807e-22,9.28057e-23,0
-2.45834e-22,-2.45834e-22,-2.45838e-22,1.10356e-22,0
-2.45861e-22,-2.45861e-22,-2.45865e-22,1.27229e-22,0
-2.45885e-22,-2.45885e-22,-2.45889e-22,1.4332e-22,0
-2.45905e-22,-2.45905e-22,-2.45909e-22,1.58532e-22,0
-2.45922e-22,-2.45922e-22,-2.45926e-22,1.7277e-22,0
-2.45935e-22,-2.45935e-22,-2.45939e-22,1.85947e-22,0
-2.45944e-22,-2.45944e-22,-2.45948e-22,1.97981e-22,0
-2.45951e-22,-2.45951e-22,-2.45954e-22,2.08801e-22,0
-2.45953e-22,-2.45953e-22,-2.45957e-22,2.18338e-22,0
-2.45952e-22,-2.45952e-22,-2.45956e-22,2.26534e-22,0
-2.45948e-22,-2.45948e-22,-2.45952e-22,2.33339e-22,0
-2.4594e-22,-2.4594e-22,-2.45944e-22,2.38711e-22,0
-2.45929e-22,-2.45929e-22,-2.45933e-22,2.42617e-22,0
-2.45914e-22,-2.45914e-22,-2.45918e-22,2.45034e-22,0
-2.45896e-22,-2.45896e-22,-2.459e-22,2.45945e-22,0
-2.45874e-22,-2.45874e-22,-2.45878e-22,2.45347e-22,0
-2.45849e-22,-2.45849e-22,-2.45853e-22,2.43241e-22,0
-2.4582e-22,-2.4582e-22,-2.45824e-22,2.39642e-22,0
-2.45788e-22,-2.45787e-22,-2.45792e-22,2.34571e-22,0
